regionName,provinceName,municipalityName,zipCode,normalizedProvince,normalizedMunicipality,source
Region 6 (Western Visayas),Antique,Hamtic,5715,ANTIQUE,HAMTIC,USE_POSTAL_PH
Region 6 (Western Visayas),Antique,Tobias Fornier (Dao),5716,ANTIQUE,TOBIAS FORNIER,USE_POSTAL_PH
Region 6 (Western Visayas),Antique,Anini-y,5717,ANTIQUE,ANINI Y,USE_POSTAL_PH
Region 6 (Western Visayas),Capiz,Roxas City,5800,CAPIZ,ROXAS CITY,USE_POSTAL_PH
Region 6 (Western Visayas),Capiz,Panay,5801,CAPIZ,PANAY,USE_POSTAL_PH
Region 6 (Western Visayas),Capiz,Pontevedra,5802,CAPIZ,PONTEVEDRA,USE_POSTAL_PH
Region 6 (Western Visayas),Capiz,Pres. Roxas,5803,CAPIZ,PRES ROXAS,USE_POSTAL_PH
Region 6 (Western Visayas),Capiz,Pilar,5804,CAPIZ,PILAR,USE_POSTAL_PH
Region 6 (Western Visayas),Capiz,Ivisan,5805,CAPIZ,IVISAN,USE_POSTAL_PH
Region 6 (Western Visayas),Capiz,Sapian,5806,CAPIZ,SAPIAN,USE_POSTAL_PH
Region 6 (Western Visayas),Capiz,Mambusao,5807,CAPIZ,MAMBUSAO,USE_POSTAL_PH
Region 6 (Western Visayas),Capiz,Jamindan,5808,CAPIZ,JAMINDAN,USE_POSTAL_PH
Region 6 (Western Visayas),Capiz,Ma-ayon,5809,CAPIZ,MA AYON,USE_POSTAL_PH
Region 6 (Western Visayas),Capiz,Dao,5810,CAPIZ,DAO,USE_POSTAL_PH
Region 6 (Western Visayas),Capiz,Cuartero,5811,CAPIZ,CUARTERO,USE_POSTAL_PH
Region 6 (Western Visayas),Capiz,Dumarao,5812,CAPIZ,DUMARAO,USE_POSTAL_PH
Region 6 (Western Visayas),Capiz,Dumalag,5813,CAPIZ,DUMALAG,USE_POSTAL_PH
Region 6 (Western Visayas),Capiz,Tapaz,5814,CAPIZ,TAPAZ,USE_POSTAL_PH
Region 6 (Western Visayas),Capiz,Panitan,5815,CAPIZ,PANITAN,USE_POSTAL_PH
Region 6 (Western Visayas),Capiz,Sigma,5816,CAPIZ,SIGMA,USE_POSTAL_PH
Region 6 (Western Visayas),Guimaras,Buenavista,5044,GUIMARAS,BUENAVISTA,USE_POSTAL_PH
Region 6 (Western Visayas),Guimaras,Jordan,5045,GUIMARAS,JORDAN,USE_POSTAL_PH
Region 6 (Western Visayas),Guimaras,Nueva Valencia,5046,GUIMARAS,NUEVA VALENCIA,USE_POSTAL_PH
Region 6 (Western Visayas),Guimaras,San Lorenzo,5047,GUIMARAS,SAN LORENZO,USE_POSTAL_PH
Region 6 (Western Visayas),Guimaras,Sibunag,5048,GUIMARAS,SIBUNAG,USE_POSTAL_PH
Region 6 (Western Visayas),Iloilo,Iloilo City,5000,ILOILO,ILOILO CITY,USE_POSTAL_PH
Region 6 (Western Visayas),Iloilo,Pavia,5001,ILOILO,PAVIA,USE_POSTAL_PH
Region 6 (Western Visayas),Iloilo,Santa Barbara,5002,ILOILO,SANTA BARBARA,USE_POSTAL_PH
Region 6 (Western Visayas),Iloilo,Leganes,5003,ILOILO,LEGANES,USE_POSTAL_PH
Region 6 (Western Visayas),Iloilo,Zarraga,5004,ILOILO,ZARRAGA,USE_POSTAL_PH
Region 6 (Western Visayas),Iloilo,New Lucena,5005,ILOILO,NEW LUCENA,USE_POSTAL_PH
Region 6 (Western Visayas),Iloilo,Dumangas,5006,ILOILO,DUMANGAS,USE_POSTAL_PH
Region 6 (Western Visayas),Iloilo,Barotac Nuevo,5007,ILOILO,BAROTAC NUEVO,USE_POSTAL_PH
Region 6 (Western Visayas),Iloilo,Pototan,5008,ILOILO,POTOTAN,USE_POSTAL_PH
Region 6 (Western Visayas),Iloilo,Anilao,5009,ILOILO,ANILAO,USE_POSTAL_PH
Region 6 (Western Visayas),Iloilo,Banate,5010,ILOILO,BANATE,USE_POSTAL_PH
Region 6 (Western Visayas),Iloilo,Barotac Viejo,5011,ILOILO,BAROTAC VIEJO,USE_POSTAL_PH
Region 6 (Western Visayas),Iloilo,Ajuy,5012,ILOILO,AJUY,USE_POSTAL_PH
Region 6 (Western Visayas),Iloilo,Concepcion,5013,ILOILO,CONCEPCION,USE_POSTAL_PH
Region 6 (Western Visayas),Iloilo,Sara,5014,ILOILO,SARA,USE_POSTAL_PH
Region 6 (Western Visayas),Iloilo,San Dionisio,5015,ILOILO,SAN DIONISIO,USE_POSTAL_PH
Region 6 (Western Visayas),Iloilo,Batad,5016,ILOILO,BATAD,USE_POSTAL_PH
Region 6 (Western Visayas),Iloilo,Estancia,5017,ILOILO,ESTANCIA,USE_POSTAL_PH
Region 6 (Western Visayas),Iloilo,Balasan,5018,ILOILO,BALASAN,USE_POSTAL_PH
Region 6 (Western Visayas),Iloilo,Carles,5019,ILOILO,CARLES,USE_POSTAL_PH
Region 6 (Western Visayas),Iloilo,Oton,5020,ILOILO,OTON,USE_POSTAL_PH
Region 6 (Western Visayas),Iloilo,Tigbauan,5021,ILOILO,TIGBAUAN,USE_POSTAL_PH
Region 6 (Western Visayas),Iloilo,Guimbal,5022,ILOILO,GUIMBAL,USE_POSTAL_PH
Region 6 (Western Visayas),Iloilo,Miagao,5023,ILOILO,MIAGAO,USE_POSTAL_PH
Region 6 (Western Visayas),Iloilo,San Joaquin,5024,ILOILO,SAN JOAQUIN,USE_POSTAL_PH
Region 6 (Western Visayas),Iloilo,San Miguel,5025,ILOILO,SAN MIGUEL,USE_POSTAL_PH
Region 6 (Western Visayas),Iloilo,Leon,5026,ILOILO,LEON,USE_POSTAL_PH
Region 6 (Western Visayas),Iloilo,Tubungan,5027,ILOILO,TUBUNGAN,USE_POSTAL_PH
Region 6 (Western Visayas),Iloilo,Alimodian,5028,ILOILO,ALIMODIAN,USE_POSTAL_PH
Region 6 (Western Visayas),Iloilo,Igbaras,5029,ILOILO,IGBARAS,USE_POSTAL_PH
Region 6 (Western Visayas),Iloilo,Maasin,5030,ILOILO,MAASIN,USE_POSTAL_PH
Region 6 (Western Visayas),Iloilo,Cabatuan,5031,ILOILO,CABATUAN,USE_POSTAL_PH
Region 6 (Western Visayas),Iloilo,Mina,5032,ILOILO,MINA,USE_POSTAL_PH
Region 6 (Western Visayas),Iloilo,Badiangan,5033,ILOILO,BADIANGAN,USE_POSTAL_PH
Region 6 (Western Visayas),Iloilo,Janiuay,5034,ILOILO,JANIUAY,USE_POSTAL_PH
Region 6 (Western Visayas),Iloilo,Dingle,5035,ILOILO,DINGLE,USE_POSTAL_PH
Region 6 (Western Visayas),Iloilo,San Enrique,5036,ILOILO,SAN ENRIQUE,USE_POSTAL_PH
Region 6 (Western Visayas),Iloilo,Passi,5037,ILOILO,PASSI,USE_POSTAL_PH
Region 6 (Western Visayas),Iloilo,Dueñas,5038,ILOILO,DUENAS,USE_POSTAL_PH
Region 6 (Western Visayas),Iloilo,San Rafael,5039,ILOILO,SAN RAFAEL,USE_POSTAL_PH
Region 6 (Western Visayas),Iloilo,Calinog,5040,ILOILO,CALINOG,USE_POSTAL_PH
Region 6 (Western Visayas),Iloilo,Bingawan,5041,ILOILO,BINGAWAN,USE_POSTAL_PH
Region 6 (Western Visayas),Iloilo,Lambunao,5042,ILOILO,LAMBUNAO,USE_POSTAL_PH
Region 6 (Western Visayas),Iloilo,Lemery,5043,ILOILO,LEMERY,USE_POSTAL_PH
Region 7 (Central Visayas),Bohol,Tagbilaran City,6300,BOHOL,TAGBILARAN CITY,USE_POSTAL_PH
Region 7 (Central Visayas),Bohol,Baclayon,6301,BOHOL,BACLAYON,USE_POSTAL_PH
Region 7 (Central Visayas),Bohol,Alburquerque,6302,BOHOL,ALBURQUERQUE,USE_POSTAL_PH
Region 7 (Central Visayas),Bohol,Loay,6303,BOHOL,LOAY,USE_POSTAL_PH
Region 7 (Central Visayas),Bohol,Lila,6304,BOHOL,LILA,USE_POSTAL_PH
Region 7 (Central Visayas),Bohol,Dimiao,6305,BOHOL,DIMIAO,USE_POSTAL_PH
Region 7 (Central Visayas),Bohol,Valencia,6306,BOHOL,VALENCIA,USE_POSTAL_PH
Region 7 (Central Visayas),Bohol,Garcia Hernandez,6307,BOHOL,GARCIA HERNANDEZ,USE_POSTAL_PH
Region 7 (Central Visayas),Bohol,Jagna,6308,BOHOL,JAGNA,USE_POSTAL_PH
Region 7 (Central Visayas),Bohol,Duero,6309,BOHOL,DUERO,USE_POSTAL_PH
Region 7 (Central Visayas),Bohol,Guindulman,6310,BOHOL,GUINDULMAN,USE_POSTAL_PH
Region 7 (Central Visayas),Bohol,Anda,6311,BOHOL,ANDA,USE_POSTAL_PH
Region 7 (Central Visayas),Bohol,Candijay,6312,BOHOL,CANDIJAY,USE_POSTAL_PH
Region 7 (Central Visayas),Bohol,Mabini,6313,BOHOL,MABINI,USE_POSTAL_PH
Region 7 (Central Visayas),Bohol,Alicia,6314,BOHOL,ALICIA,USE_POSTAL_PH
Region 7 (Central Visayas),Bohol,Ubay,6315,BOHOL,UBAY,USE_POSTAL_PH
Region 7 (Central Visayas),Bohol,Loboc,6316,BOHOL,LOBOC,USE_POSTAL_PH
Region 7 (Central Visayas),Bohol,Bilar,6317,BOHOL,BILAR,USE_POSTAL_PH
Region 7 (Central Visayas),Bohol,Batuan,6318,BOHOL,BATUAN,USE_POSTAL_PH
Region 7 (Central Visayas),Bohol,Carmen,6319,BOHOL,CARMEN,USE_POSTAL_PH
Region 7 (Central Visayas),Bohol,Sierra Bullones,6320,BOHOL,SIERRA BULLONES,USE_POSTAL_PH
Region 7 (Central Visayas),Bohol,Pilar,6321,BOHOL,PILAR,USE_POSTAL_PH
Region 7 (Central Visayas),Bohol,Dagohoy,6322,BOHOL,DAGOHOY,USE_POSTAL_PH
Region 7 (Central Visayas),Bohol,San Miguel,6323,BOHOL,SAN MIGUEL,USE_POSTAL_PH
Region 7 (Central Visayas),Bohol,Trinidad,6324,BOHOL,TRINIDAD,USE_POSTAL_PH
Region 7 (Central Visayas),Bohol,Talibon,6325,BOHOL,TALIBON,USE_POSTAL_PH
Region 7 (Central Visayas),Bohol,Bien Unido,6326,BOHOL,BIEN UNIDO,USE_POSTAL_PH
Region 7 (Central Visayas),Bohol,Loon,6327,BOHOL,LOON,USE_POSTAL_PH
Region 7 (Central Visayas),Bohol,Calape,6328,BOHOL,CALAPE,USE_POSTAL_PH
Region 7 (Central Visayas),Bohol,Tubigon,6329,BOHOL,TUBIGON,USE_POSTAL_PH
Region 7 (Central Visayas),Bohol,Clarin,6330,BOHOL,CLARIN,USE_POSTAL_PH
Region 7 (Central Visayas),Bohol,Sagbayan,6331,BOHOL,SAGBAYAN,USE_POSTAL_PH
Region 7 (Central Visayas),Bohol,Inabanga,6332,BOHOL,INABANGA,USE_POSTAL_PH
Region 7 (Central Visayas),Bohol,Buenavista,6333,BOHOL,BUENAVISTA,USE_POSTAL_PH
Region 7 (Central Visayas),Bohol,Jetafe,6334,BOHOL,JETAFE,USE_POSTAL_PH
Region 7 (Central Visayas),Bohol,Antequera,6335,BOHOL,ANTEQUERA,USE_POSTAL_PH
Region 7 (Central Visayas),Bohol,Maribojoc,6336,BOHOL,MARIBOJOC,USE_POSTAL_PH
Region 7 (Central Visayas),Bohol,Corella,6337,BOHOL,CORELLA,USE_POSTAL_PH
Region 7 (Central Visayas),Bohol,Sikatuna,6338,BOHOL,SIKATUNA,USE_POSTAL_PH
Region 7 (Central Visayas),Bohol,Dauis,6339,BOHOL,DAUIS,USE_POSTAL_PH
Region 7 (Central Visayas),Bohol,Panglao,6340,BOHOL,PANGLAO,USE_POSTAL_PH
Region 7 (Central Visayas),Bohol,Cortes,6341,BOHOL,CORTES,USE_POSTAL_PH
Region 7 (Central Visayas),Bohol,Balilihan,6342,BOHOL,BALILIHAN,USE_POSTAL_PH
Region 7 (Central Visayas),Bohol,Catigbian,6343,BOHOL,CATIGBIAN,USE_POSTAL_PH
Region 7 (Central Visayas),Bohol,Danao,6344,BOHOL,DANAO,USE_POSTAL_PH
Region 7 (Central Visayas),Bohol,San Isidro,6345,BOHOL,SAN ISIDRO,USE_POSTAL_PH
Region 7 (Central Visayas),Bohol,President Carlos P. Garcia,6346,BOHOL,PRESIDENT CARLOS P GARCIA,USE_POSTAL_PH
Region 7 (Central Visayas),Bohol,Sevilla,6347,BOHOL,SEVILLA,USE_POSTAL_PH
Region 7 (Central Visayas),Cebu,Cebu City,6000,CEBU,CEBU CITY,USE_POSTAL_PH
Region 7 (Central Visayas),Cebu,Consolacion,6001,CEBU,CONSOLACION,USE_POSTAL_PH
Region 7 (Central Visayas),Cebu,Liloan,6002,CEBU,LILOAN,USE_POSTAL_PH
Region 7 (Central Visayas),Cebu,Compostela,6003,CEBU,COMPOSTELA,USE_POSTAL_PH
Region 7 (Central Visayas),Cebu,Danao City,6004,CEBU,DANAO CITY,USE_POSTAL_PH
Region 7 (Central Visayas),Cebu,Carmen,6005,CEBU,CARMEN,USE_POSTAL_PH
Region 7 (Central Visayas),Cebu,Catmon,6006,CEBU,CATMON,USE_POSTAL_PH
Region 7 (Central Visayas),Cebu,Sogod,6007,CEBU,SOGOD,USE_POSTAL_PH
Region 7 (Central Visayas),Cebu,Borbon,6008,CEBU,BORBON,USE_POSTAL_PH
Region 7 (Central Visayas),Cebu,Tabogon,6009,CEBU,TABOGON,USE_POSTAL_PH
Region 7 (Central Visayas),Cebu,Bogo,6010,CEBU,BOGO,USE_POSTAL_PH
Region 7 (Central Visayas),Cebu,San Remegio,6011,CEBU,SAN REMEGIO,USE_POSTAL_PH
Region 7 (Central Visayas),Cebu,Medellin,6012,CEBU,MEDELLIN,USE_POSTAL_PH
Region 7 (Central Visayas),Cebu,Daang-Bantayan,6013,CEBU,DAANG BANTAYAN,USE_POSTAL_PH
Region 7 (Central Visayas),Cebu,Mandaue City,6014,CEBU,MANDAUE CITY,USE_POSTAL_PH
Region 7 (Central Visayas),Cebu,Lapu-Lapu City,6015,CEBU,LAPU LAPU CITY,USE_POSTAL_PH
Region 7 (Central Visayas),Cebu,Mactan Airport,6016,CEBU,MACTAN AIRPORT,USE_POSTAL_PH
Region 7 (Central Visayas),Cebu,Cordova,6017,CEBU,CORDOVA,USE_POSTAL_PH
Region 7 (Central Visayas),Cebu,San Fernando,6018,CEBU,SAN FERNANDO,USE_POSTAL_PH
Region 7 (Central Visayas),Cebu,Carcar,6019,CEBU,CARCAR,USE_POSTAL_PH
Region 7 (Central Visayas),Cebu,Sibonga,6020,CEBU,SIBONGA,USE_POSTAL_PH
Region 7 (Central Visayas),Cebu,Argao,6021,CEBU,ARGAO,USE_POSTAL_PH
Region 7 (Central Visayas),Cebu,Dalaguete,6022,CEBU,DALAGUETE,USE_POSTAL_PH
Region 7 (Central Visayas),Cebu,Alcoy,6023,CEBU,ALCOY,USE_POSTAL_PH
Region 7 (Central Visayas),Cebu,Boljoon,6024,CEBU,BOLJOON,USE_POSTAL_PH
Region 7 (Central Visayas),Cebu,Oslob,6025,CEBU,OSLOB,USE_POSTAL_PH
Region 7 (Central Visayas),Cebu,Santander,6026,CEBU,SANTANDER,USE_POSTAL_PH
Region 7 (Central Visayas),Cebu,Samboan,6027,CEBU,SAMBOAN,USE_POSTAL_PH
Region 7 (Central Visayas),Cebu,Ginatilan,6028,CEBU,GINATILAN,USE_POSTAL_PH
Region 7 (Central Visayas),Cebu,Malabuyoc,6029,CEBU,MALABUYOC,USE_POSTAL_PH
Region 7 (Central Visayas),Cebu,Alegria,6030,CEBU,ALEGRIA,USE_POSTAL_PH
Region 7 (Central Visayas),Cebu,Badian,6031,CEBU,BADIAN,USE_POSTAL_PH
Region 7 (Central Visayas),Cebu,Moalboal,6032,CEBU,MOALBOAL,USE_POSTAL_PH
Region 7 (Central Visayas),Cebu,Alcantara,6033,CEBU,ALCANTARA,USE_POSTAL_PH
Region 7 (Central Visayas),Cebu,Ronda,6034,CEBU,RONDA,USE_POSTAL_PH
Region 7 (Central Visayas),Cebu,Dumanjug,6035,CEBU,DUMANJUG,USE_POSTAL_PH
Region 7 (Central Visayas),Cebu,Barili,6036,CEBU,BARILI,USE_POSTAL_PH
Region 7 (Central Visayas),Cebu,Naga,6037,CEBU,NAGA,USE_POSTAL_PH
Region 7 (Central Visayas),Cebu,Toledo City,6038,CEBU,TOLEDO CITY,USE_POSTAL_PH
Region 7 (Central Visayas),Cebu,Pinamungajan,6039,CEBU,PINAMUNGAJAN,USE_POSTAL_PH
Region 7 (Central Visayas),Cebu,Aloguinsan,6040,CEBU,ALOGUINSAN,USE_POSTAL_PH
Region 7 (Central Visayas),Cebu,Balamban,6041,CEBU,BALAMBAN,USE_POSTAL_PH
Region 7 (Central Visayas),Cebu,Asturias,6042,CEBU,ASTURIAS,USE_POSTAL_PH
